name,locality,cuisines,rating,price_for_two,votes,city,source,price_band,primary_cuisine
Street 9 Bar & Lounge,M Block Market,"North Indian, Continental, Street Food, Chinese, Italian",4.8,1500,217,New Delhi,kaggle,Premium (₹700-1500),North Indian
The Italian Job,Amar Colony,"Italian, Fast Food, American, Burger, Pizza",4.8,400,272,New Delhi,kaggle,Mid (₹300-700),Italian
Food Me Full,Vasant Kunj,"Fast Food, Pizza, Sandwich, Burger",4.8,600,141,New Delhi,kaggle,Mid (₹300-700),Fast Food
Meatatarian,Sikandarpur,North Indian,4.8,700,24,Gurgaon,kaggle,Mid (₹300-700),North Indian
Caterspoint,Dlf Phase 3,"Sandwich, Healthy Food, Salad, Juices",4.7,500,2426,Gurgaon,kaggle,Mid (₹300-700),Sandwich
POMP - Pizza On My Plate,Greater Kailash 1 (Gk1),"Pizza, Italian, Desserts, Burger, American",4.7,800,1492,New Delhi,kaggle,Premium (₹700-1500),Pizza
Milestone,Sector 25,"North Indian, Mughlai, Biryani, Rolls, Momos",4.7,600,521,Noida,kaggle,Mid (₹300-700),North Indian
The Kebab Guys,Greater Kailash 2 (Gk2),"North Indian, Mughlai, Kebab",4.7,800,548,New Delhi,kaggle,Premium (₹700-1500),North Indian
AMPM CafÃ© & Bar,Dlf Cyber City,"Continental, Italian, American",4.7,2000,204,Gurgaon,kaggle,Luxury (>₹1500),Continental
Cuisino,Dlf Phase 3,"North Indian, Kebab, Mughlai, Biryani",4.7,500,274,Gurgaon,kaggle,Mid (₹300-700),North Indian
The Chinese Vs North Kitchen,Sector 62,"North Indian, Chinese, Fast Food",4.7,800,278,Noida,kaggle,Premium (₹700-1500),North Indian
DSC - Deli Salad Co.,Greater Kailash 1 (Gk1),"Healthy Food, Salad, Juices",4.7,600,237,New Delhi,kaggle,Mid (₹300-700),Healthy Food
Cake Desire,Dlf Phase 3,Bakery,4.7,400,205,Gurgaon,kaggle,Mid (₹300-700),Bakery
Cake Desire,Palam Vihar,Bakery,4.7,150,181,Gurgaon,kaggle,Budget (≤₹300),Bakery
The Rolls World,Sector 62,"Rolls, Fast Food, Beverages",4.7,500,262,Noida,kaggle,Mid (₹300-700),Rolls
Nona's Kitchen,Dlf Phase 4,North Indian,4.7,500,86,Gurgaon,kaggle,Mid (₹300-700),North Indian
Makhani Siingh,Sector 38,"North Indian, Mughlai, Biryani, Rolls",4.7,500,159,Noida,kaggle,Mid (₹300-700),North Indian
Cuisino,Sector 50,"North Indian, Kebab, Mughlai, Biryani",4.7,500,19,Gurgaon,kaggle,Mid (₹300-700),North Indian
Pomp - Pizza On My Plate,Dlf Phase 3,"Pizza, Italian, Desserts, Burger, American",4.7,800,2,Gurgaon,kaggle,Premium (₹700-1500),Pizza
Amar Jyoti,Sarojini Nagar,"North Indian, Mughlai, Momos",4.6,600,735,New Delhi,kaggle,Mid (₹300-700),North Indian
The Gourmet's,Chittaranjan Park,North Indian,4.6,600,668,New Delhi,kaggle,Mid (₹300-700),North Indian
Dutch Oven,Malviya Nagar,"Continental, Italian, Pizza",4.6,500,403,New Delhi,kaggle,Mid (₹300-700),Continental
Moti Mahal Delux,Punjabi Bagh,"North Indian, Mughlai, Chinese",4.6,1200,550,New Delhi,kaggle,Premium (₹700-1500),North Indian
Burgerama,Sushant Shopping Arcade,"Burger, Fast Food, Beverages",4.6,800,406,Gurgaon,kaggle,Premium (₹700-1500),Burger
Khandelwal Tiffin Services,Punjabi Bagh,"North Indian, Chinese, Desserts",1.9,300,232,New Delhi,kaggle,Budget (≤₹300),North Indian
China Wall,Ambience Mall,"Chinese, Thai",1.9,700,103,Gurgaon,kaggle,Mid (₹300-700),Chinese
Madras Coffee House,Connaught Place,"North Indian, South Indian, Chinese",2.0,750,302,New Delhi,kaggle,Premium (₹700-1500),North Indian
Suburbia - The Empire,Mgf Metropolitan Mall,"Continental, North Indian",2.0,1800,95,Gurgaon,kaggle,Luxury (>₹1500),Continental
Apni Rasoi,Rohini,"North Indian, Chinese",2.1,400,197,New Delhi,kaggle,Mid (₹300-700),North Indian
Grandma's Kitchen,Dlf Phase 3,"North Indian, South Indian",2.1,400,147,Gurgaon,kaggle,Mid (₹300-700),North Indian
Grill Inn,Mgf Metropolis Mall,Fast Food,2.1,500,29,Gurgaon,kaggle,Mid (₹300-700),Fast Food
Super Bakery,Dlf Galleria,"Bakery, Fast Food",2.1,150,25,Gurgaon,kaggle,Budget (≤₹300),Bakery
Chopaal,The Great India Place,"North Indian, Rajasthani, South Indian",2.2,600,339,Noida,kaggle,Mid (₹300-700),North Indian
Samosa Street,Lawrence Road,"Fast Food, Street Food",2.2,200,331,New Delhi,kaggle,Budget (≤₹300),Fast Food
The Treat,Chanakyapuri,"North Indian, Mughlai, Chinese",2.2,500,242,New Delhi,kaggle,Mid (₹300-700),North Indian
Amplifier,Hauz Khas,"Continental, Chinese",2.2,1800,143,New Delhi,kaggle,Luxury (>₹1500),Continental
Wah Ji Wah,Sector 27,North Indian,2.2,300,162,Noida,kaggle,Budget (≤₹300),North Indian
Breakfast Mantra,Sector 19,"North Indian, South Indian, Fast Food, Chinese",2.2,300,105,New Delhi,kaggle,Budget (≤₹300),North Indian
Flying Cakes,Sector 132,"Bakery, Fast Food",2.2,500,64,Noida,kaggle,Mid (₹300-700),Bakery
Drinks at MRP,V3S Mall,"North Indian, Chinese, Mughlai, Momos",2.2,1200,56,New Delhi,kaggle,Premium (₹700-1500),North Indian
Cake 24x7,Golf Course Road,Bakery,2.2,800,58,Gurgaon,kaggle,Premium (₹700-1500),Bakery
Bikano Cafe,Huda City Centre Metro Station,"North Indian, South Indian, Sandwich, Pizza",2.2,300,30,Gurgaon,kaggle,Budget (≤₹300),North Indian
Ashok & Ashok Meat Dhaba,Paschim Vihar,North Indian,2.2,650,58,New Delhi,kaggle,Mid (₹300-700),North Indian
Cafe Mittro,Satyaniketan,"Chinese, Fast Food, North Indian",2.2,250,20,New Delhi,kaggle,Budget (≤₹300),Chinese
Bikaner's,Sector 72,"Mithai, North Indian, Street Food, South Indian",2.3,400,181,Noida,kaggle,Mid (₹300-700),Mithai
Vero Gusto Cakeyano,Malviya Nagar,Bakery,2.3,450,28,New Delhi,kaggle,Mid (₹300-700),Bakery
Cafe Coffee Day,Malviya Nagar,"Beverages, Cafe, Sandwich, Fast Food",2.3,600,79,New Delhi,kaggle,Mid (₹300-700),Beverages
Cafe Coffee Day,Meharchand Market,"Beverages, Cafe, Sandwich, Fast Food",2.3,600,85,New Delhi,kaggle,Mid (₹300-700),Beverages
Moti Mahal Express,Sector 4,"North Indian, Mughlai",2.3,800,109,New Delhi,kaggle,Premium (₹700-1500),North Indian
Wah Ji Wah,Sector 56,North Indian,2.3,400,107,Gurgaon,kaggle,Mid (₹300-700),North Indian
Turn Up,Satyaniketan,"Cafe, Fast Food, Chinese",2.3,800,49,New Delhi,kaggle,Premium (₹700-1500),Cafe
Chawla'sÂ²,Sector 50,"North Indian, Mughlai, Chinese",2.3,800,96,Noida,kaggle,Premium (₹700-1500),North Indian
Cafe Coffee Day,Connaught Place,"Beverages, Cafe, Sandwich, Fast Food",2.3,600,41,New Delhi,kaggle,Mid (₹300-700),Beverages
Wah Ji Wah,Kirti Nagar,"North Indian, Chinese",2.3,350,92,New Delhi,kaggle,Mid (₹300-700),North Indian
UK Chicken,Rajouri Garden,North Indian,2.3,800,48,New Delhi,kaggle,Premium (₹700-1500),North Indian
Hot Pot,Sector 11,"Chinese, Momos",2.3,600,62,New Delhi,kaggle,Mid (₹300-700),Chinese
Hyderabadi Biryani and Kebabs Corner,Dlf Phase 3,"Hyderabadi, Kebab, Biryani",2.3,400,66,Gurgaon,kaggle,Mid (₹300-700),Hyderabadi
Salt & Peppers,Tilak Nagar,"Chinese, South Indian",2.3,250,50,New Delhi,kaggle,Budget (≤₹300),Chinese
Southeye,Ashok Vihar Phase 2,South Indian,2.3,300,58,New Delhi,kaggle,Budget (≤₹300),South Indian
Mr. Sub,Logix City Centre,Fast Food,2.3,400,48,Noida,kaggle,Mid (₹300-700),Fast Food
Ashish Mess,Karol Bagh,"South Indian, North Indian",2.3,250,53,New Delhi,kaggle,Budget (≤₹300),South Indian
Pizzaslicious,Sector 50,Pizza,2.3,600,41,Noida,kaggle,Mid (₹300-700),Pizza
Carl's Jr.,Ambience Mall,Burger,2.3,400,31,Gurgaon,kaggle,Mid (₹300-700),Burger
Shri Bikaner Sweets,Adchini,"Mithai, Street Food",2.3,200,30,New Delhi,kaggle,Budget (≤₹300),Mithai
Miglani,Sector 29,"Bakery, Street Food",2.3,200,32,Faridabad,kaggle,Budget (≤₹300),Bakery
Bajaj Vaishno Dhaba,Paharganj,North Indian,2.3,400,20,New Delhi,kaggle,Mid (₹300-700),North Indian
UBQ by Barbeque Nation,Sector 62,North Indian,2.3,400,23,Noida,kaggle,Mid (₹300-700),North Indian
US Pizza,Spice World Mall,"Pizza, Fast Food",2.4,700,180,Noida,kaggle,Mid (₹300-700),Pizza
New Chinese Hut,Azadpur,"Chinese, Momos",2.4,300,233,New Delhi,kaggle,Budget (≤₹300),Chinese
Probashi,Sector 11,Bengali,2.4,500,222,New Delhi,kaggle,Mid (₹300-700),Bengali
Wah Ji Wah,Sohna Road,"North Indian, Rolls",2.4,450,171,Gurgaon,kaggle,Mid (₹300-700),North Indian
Dilli Darbar,District Centre,"North Indian, Chinese",2.4,1200,143,New Delhi,kaggle,Premium (₹700-1500),North Indian
Cafe Coffee Day,Rajiv Chowk Metro Station,"Desserts, Beverages, Cafe, Fast Food, Sandwich",2.4,600,68,New Delhi,kaggle,Mid (₹300-700),Desserts
Nalwa's Hotspot,Vijay Nagar,"Chinese, Momos",2.4,150,86,New Delhi,kaggle,Budget (≤₹300),Chinese
Bangla Sweet Corner,Lodhi Colony,"Chinese, North Indian, Street Food",2.4,400,98,New Delhi,kaggle,Mid (₹300-700),Chinese
Cake 24x7,Sohna Road,Bakery,2.4,800,68,Gurgaon,kaggle,Premium (₹700-1500),Bakery
Cake 24x7,Malviya Nagar,Bakery,2.4,800,67,New Delhi,kaggle,Premium (₹700-1500),Bakery
Vaishno Rasoi,Rohini,"North Indian, Chinese",2.4,300,65,New Delhi,kaggle,Budget (≤₹300),North Indian
Italian D-Lite,Sector 37,Cafe,2.4,300,49,Faridabad,kaggle,Budget (≤₹300),Cafe
Punjabi Rasoi,Dilli Haat,North Indian,2.4,700,50,New Delhi,kaggle,Mid (₹300-700),North Indian
Tandoori Milestone,Sector 63,"North Indian, Chinese, Mughlai",2.4,400,62,Noida,kaggle,Mid (₹300-700),North Indian
Open Oven,Charmwood Village,"Fast Food, Bakery",2.4,400,73,Faridabad,kaggle,Mid (₹300-700),Fast Food
Zustt Yummy,Safdarjung,North Indian,2.4,400,50,New Delhi,kaggle,Mid (₹300-700),North Indian
Dolce Gelato,The Great India Place,"Ice Cream, Beverages, Fast Food",2.4,300,31,Noida,kaggle,Budget (≤₹300),Ice Cream
Healthy Foodie Cafe,Sector 14,Fast Food,2.4,400,48,Gurgaon,kaggle,Mid (₹300-700),Fast Food
Bikaner Sweets & Restaurant,Qutab Institutional Area,"Mithai, South Indian, North Indian, Chinese, Fast Food",2.4,400,57,New Delhi,kaggle,Mid (₹300-700),Mithai
Chinese Chat Corner,Malviya Nagar,Chinese,2.4,300,56,New Delhi,kaggle,Budget (≤₹300),Chinese
BnB Bar & Lounge,West Gate Mall,Continental,2.4,2000,62,New Delhi,kaggle,Luxury (>₹1500),Continental
Whatslife.in,Sector 51,"North Indian, Chinese",2.4,500,40,Noida,kaggle,Mid (₹300-700),North Indian
Spicy Eleven,Chander Nagar,"North Indian, Chinese, South Indian",2.4,500,41,New Delhi,kaggle,Mid (₹300-700),North Indian
Raj Grill,Sector 37,"Burger, Pizza, Sandwich",2.4,400,40,Faridabad,kaggle,Mid (₹300-700),Burger
Cake Point,Malviya Nagar,"Bakery, Desserts",2.4,600,40,New Delhi,kaggle,Mid (₹300-700),Bakery
Evergreen Sweets,Sector 110,"Mithai, Street Food",2.4,200,43,Noida,kaggle,Budget (≤₹300),Mithai
Al- Laziz,East Of Kailash,Mughlai,2.4,500,31,New Delhi,kaggle,Mid (₹300-700),Mughlai
Uncle's You & Me,Kavi Nagar,"Chinese, North Indian",2.4,400,33,Ghaziabad,kaggle,Mid (₹300-700),Chinese
Sharda Sweets Restaurant,Sector 19,"South Indian, Street Food, Mithai",2.4,500,27,New Delhi,kaggle,Mid (₹300-700),South Indian
Bikaner Sweets,East Of Kailash,"Street Food, South Indian, Mithai",2.4,200,34,New Delhi,kaggle,Budget (≤₹300),Street Food
Mr. Tandoori Lal,Mayapuri Phase 2,"North Indian, Mughlai, Chinese",2.4,400,23,New Delhi,kaggle,Mid (₹300-700),North Indian
Gelato Vinto,Dlf Mall Of India,"Desserts, Ice Cream",2.4,250,16,Noida,kaggle,Budget (≤₹300),Desserts
Dawat E Khaas,Indirapuram,North Indian,2.4,350,19,Ghaziabad,kaggle,Mid (₹300-700),North Indian
Firenze,Kamla Nagar,Cafe,2.4,500,29,New Delhi,kaggle,Mid (₹300-700),Cafe
Khandelwal Tiffin Service,Paschim Vihar,North Indian,2.4,200,27,New Delhi,kaggle,Budget (≤₹300),North Indian
Manmohan Food Plaza,Tilak Nagar,"North Indian, South Indian, Street Food, Fast Food, Beverages",2.4,350,23,New Delhi,kaggle,Mid (₹300-700),North Indian
Dimple Bar Restaurant,Karol Bagh,"North Indian, Chinese, Mughlai",2.4,1400,20,New Delhi,kaggle,Premium (₹700-1500),North Indian
De Forbidden Lounge,West End Mall,Finger Food,2.4,2400,25,New Delhi,kaggle,Luxury (>₹1500),Finger Food
Starbucks Coffee,Sector 62,"Cafe, Desserts",2.4,700,15,Noida,kaggle,Mid (₹300-700),Cafe
Subway,The India Mall,"Wraps, Healthy Food, Sandwich, Salad",2.5,350,285,New Delhi,kaggle,Mid (₹300-700),Wraps
Pizza Hut,Sector 110,"Italian, Pizza",2.5,700,269,Noida,kaggle,Mid (₹300-700),Italian
Rajinder Ka Dhaba,Vardhaman Star City Mall,"North Indian, Chinese",2.5,600,260,New Delhi,kaggle,Mid (₹300-700),North Indian
Wah Ji Wah,Indirapuram,"North Indian, Chinese",2.5,450,243,Ghaziabad,kaggle,Mid (₹300-700),North Indian
Karim's,Indirapuram,"Mughlai, North Indian, Kebab",2.5,750,209,Ghaziabad,kaggle,Premium (₹700-1500),Mughlai
Flying Cakes,Sector 53,Bakery,2.5,300,125,Noida,kaggle,Budget (≤₹300),Bakery
Lucky Kitchen,Laxmi Nagar,"North Indian, Chinese",2.5,600,219,New Delhi,kaggle,Mid (₹300-700),North Indian
Cafe Coffee Day,Sector 12,"Beverages, Cafe, Sandwich, Fast Food",2.5,600,114,New Delhi,kaggle,Mid (₹300-700),Beverages
Yo! China,Kirti Nagar,"Chinese, Momos",2.5,800,107,New Delhi,kaggle,Premium (₹700-1500),Chinese
Singla's,Tilak Nagar,"North Indian, South Indian, Chinese, Fast Food",3.9,700,1072,New Delhi,kaggle,Mid (₹300-700),North Indian
Connaught Club House,Connaught Place,"North Indian, Mughlai, Italian, Continental, Asian, Fast Food, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Out Of The Box Courtyard,Connaught Place,"Continental, North Indian, Italian, Pizza, Chinese, Asian, Fast Food, Beverages",,,,New Delhi,scraped,Unknown,Continental
Dhaba - Estd 1986 Delhi,Connaught Place,"Kebab, North Indian, Desserts, Mughlai, Beverages",,,,New Delhi,scraped,Unknown,Kebab
Ivoryy Fusion Bar,Connaught Place,"Cafe, Asian, Modern Indian",,,,New Delhi,scraped,Unknown,Cafe
Brewtally Honest,Connaught Place,"North Indian, Pizza, Pasta, Chinese, Bar Food, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Desi Villagio,Connaught Place,"North Indian, Mughlai, Kebab, Chinese, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Themis Barbecue House,Connaught Place,"Brazilian, Italian, Asian, Lebanese, Mexican, Desserts",,,,New Delhi,scraped,Unknown,Brazilian
Somewhere Restaurant & Bar,Connaught Place,"North Indian, Asian, European, Continental, Lebanese, Turkish, Mediterranean, Kebab",,,,New Delhi,scraped,Unknown,North Indian
Cé La Vie Kitchen & Bar,Connaught Place,"North Indian, Mediterranean, Continental, Lebanese, Italian, Chinese, Asian, Bar Food",,,,New Delhi,scraped,Unknown,North Indian
Hard Rock Cafe,Connaught Place,"American, Continental, Italian, Wraps, Burger, Desserts, Fast Food, Beverages",,,,New Delhi,scraped,Unknown,American
Mount Fuji Japanese Pan Asian Restaurant & Bar,Connaught Place,"Japanese, Asian, Chinese, Thai, Sushi, Seafood, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Japanese
Plum Coffee and Cocktails,Connaught Place,"Continental, North Indian, Italian, Asian",,,,New Delhi,scraped,Unknown,Continental
Vicoli,Connaught Place,"Continental, Italian, Pizza, Pasta, European, Seafood, Desserts",,,,New Delhi,scraped,Unknown,Continental
Out Of The Box,Connaught Place,"European, Oriental, Pizza, American",,,,New Delhi,scraped,Unknown,European
Silq,Connaught Place,"Mediterranean, Mughlai, Modern Indian, Beverages",,,,New Delhi,scraped,Unknown,Mediterranean
Sana - Di - Ge,Connaught Place,"North Indian, South Indian, Goan, Mangalorean, Kerala, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Covah - The Cavern,Connaught Place,"Japanese, Italian, Mediterranean",,,,New Delhi,scraped,Unknown,Japanese
Pour Over,Connaught Place,"Coffee, Continental, Sandwich, Pizza, Pasta, Italian",,,,New Delhi,scraped,Unknown,Coffee
The Barbeque Times,Connaught Place,"BBQ, South Indian, North Indian, Asian, Mughlai, Street Food, Bakery, Desserts",,,,New Delhi,scraped,Unknown,BBQ
Green Mantis - Authentic Pan Asian,Connaught Place,"Asian, Chinese, Sushi, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Asian
Kijiji - On The Roof,Connaught Place,"Chinese, North Indian, Sushi, Italian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Chinese
Tranzit,Connaught Place,"Asian, European",,,,New Delhi,scraped,Unknown,Asian
Noida Social,Connaught Place,"North Indian, Momos, Fast Food, Rolls, Korean, Pizza, Biryani, Beverages",,,,New Delhi,scraped,Unknown,North Indian
La Croute,Connaught Place,"Continental, European, Desserts",,,,New Delhi,scraped,Unknown,Continental
The Big Tree,Connaught Place,"North Indian, Fast Food, Pizza, Cafe, Italian, Continental",,,,New Delhi,scraped,Unknown,North Indian
Bobachee by Chef Yuvraj Kohli,Connaught Place,"North Indian, Mughlai",,,,New Delhi,scraped,Unknown,North Indian
Rasayyah,Connaught Place,"North Indian, Fast Food, BBQ, Lucknowi, Kashmiri, Beverages, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Karigari By Chef Harpal Singh Sokhi,Connaught Place,"North Indian, Kebab, Biryani, Mughlai",,,,New Delhi,scraped,Unknown,North Indian
Wakame,Connaught Place,"Asian, Japanese, Oriental",,,,New Delhi,scraped,Unknown,Asian
Yeti - The Himalayan Kitchen,Connaught Place,"Tibetan, Asian, Momos, Nepalese, North Eastern, Shake, Beverages",,,,New Delhi,scraped,Unknown,Tibetan
Roma by Unplugged,Connaught Place,"Modern Indian, Continental, Italian, Mediterranean",,,,New Delhi,scraped,Unknown,Modern Indian
House Of Boards,Connaught Place,"Chinese, Pizza, Continental, Italian",,,,New Delhi,scraped,Unknown,Chinese
Cedar House,Connaught Place,"Asian, Italian, Seafood, Thai, Vietnamese, American",,,,New Delhi,scraped,Unknown,Asian
Moti Mahal Delux- Legendary Culinary,Connaught Place,"North Indian, Mughlai, Chinese, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Anardana,Connaught Place,"North Indian, Modern Indian, Kebab, Biryani, Chinese, Mughlai, Desserts, Italian",,,,New Delhi,scraped,Unknown,North Indian
American Brew - All day American Breakfast & Cafe,Connaught Place,"Cafe, Coffee, Beverages, Healthy Food, Italian, Continental, Pancake, Desserts",,,,New Delhi,scraped,Unknown,Cafe
Benne,Connaught Place,South Indian,,,,New Delhi,scraped,Unknown,South Indian
Daily Drama,Connaught Place,"Cafe, Beverages, Fast Food, Coffee",,,,New Delhi,scraped,Unknown,Cafe
Qla,Connaught Place,"European, Italian, Mediterranean, Desserts, Beverages",,,,New Delhi,scraped,Unknown,European
House Of Boho,Connaught Place,"Mediterranean, Asian, Sushi, Italian, Pizza, Pasta, North Indian",,,,New Delhi,scraped,Unknown,Mediterranean
Aban by Thai High,Connaught Place,"European, Asian, Continental, Mediterranean, Modern Indian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,European
Gastronomica Kitchen & Bar,Connaught Place,"Modern Indian, Italian, Chinese",,,,New Delhi,scraped,Unknown,Modern Indian
The Salt Cafe,Connaught Place,"Continental, Chinese, North Indian, Modern Indian, Lebanese, Japanese, Mediterranean, Italian",,,,New Delhi,scraped,Unknown,Continental
Moriva,Connaught Place,"Asian, Continental, Modern Indian, Desserts",,,,New Delhi,scraped,Unknown,Asian
Foul Play,Connaught Place,"Mexican, Italian, Continental",,,,New Delhi,scraped,Unknown,Mexican
Luka Downtown,Connaught Place,"North Indian, Asian, Italian, Chinese, Mediterranean, Middle Eastern",,,,New Delhi,scraped,Unknown,North Indian
Dyve,Connaught Place,"Asian, Thai, Chinese, Italian",,,,New Delhi,scraped,Unknown,Asian
Begeterre - Museum Themed Restaurant,Connaught Place,"Asian, Modern Indian, Chinese, Seafood, Italian, Pizza, Desserts",,,,New Delhi,scraped,Unknown,Asian
Via Bianca,Connaught Place,"Italian, Pizza, Pasta",,,,New Delhi,scraped,Unknown,Italian
Fairytales,Connaught Place,Continental,,,,New Delhi,scraped,Unknown,Continental
Fort City Brew Pub,Connaught Place,"Middle Eastern, Mexican, North Indian, Fast Food, Continental, Pizza, Beverages",,,,New Delhi,scraped,Unknown,Middle Eastern
EFFINGUT,Connaught Place,"North Indian, Fast Food, Chinese, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Pankh,Connaught Place,"North Indian, Modern Indian",,,,New Delhi,scraped,Unknown,North Indian
Havemore Cyber Hub,Connaught Place,"North Indian, Mughlai, Biryani",,,,New Delhi,scraped,Unknown,North Indian
Echoes,Connaught Place,"Pizza, Burger, Momos, Coffee, Pasta, Shake, Chinese, North Indian",,,,New Delhi,scraped,Unknown,Pizza
Tamra - Shangri-La Eros New Delhi,Connaught Place,"North Indian, Continental, European, Asian, American, Desserts, Beverages, Shake",,,,New Delhi,scraped,Unknown,North Indian
Caeli,Connaught Place,"Modern Indian, Mediterranean, European, Continental, Asian, Italian, Beverages",,,,New Delhi,scraped,Unknown,Modern Indian
Juu Juu,Connaught Place,"European, Mediterranean, Turkish, Continental, Bar Food",,,,New Delhi,scraped,Unknown,European
Pasta Street,Connaught Place,Italian,,,,New Delhi,scraped,Unknown,Italian
Drama,Connaught Place,"Asian, Indian, Continental, Chinese, Biryani, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Asian
Sufiaana By Cherish,Connaught Place,"North Indian, Mediterranean, Asian, European, Chinese",,,,New Delhi,scraped,Unknown,North Indian
Under The Neem,Connaught Place,"North Indian, Healthy Food, Italian, Pizza, Pasta, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Call Chotu - All Day Diner,Connaught Place,"North Indian, Biryani, Mughlai, Chinese, Fast Food, Street Food, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Kanjivaram,Connaught Place,South Indian,,,,New Delhi,scraped,Unknown,South Indian
Zura,Connaught Place,"Continental, Italian, Asian, Turkish, Sushi, Desserts",,,,New Delhi,scraped,Unknown,Continental
TUBATA,Connaught Place,"Asian, Modern Indian, International, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Asian
AIR - An Ivory Region,Connaught Place,"Chinese, Salad, Momos, North Indian, Pizza, Beverages",,,,New Delhi,scraped,Unknown,Chinese
P.F. Chang's,Connaught Place,"Asian, Chinese, Indo-Chinese, Japanese, Beverages",,,,New Delhi,scraped,Unknown,Asian
The Dom Lounge Dine and Bar,Connaught Place,"North Indian, Continental, Lebanese, Fast Food, Chinese, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Nowhere Terrace Brewpub Cafe,Connaught Place,"North Indian, Asian, Continental, Sushi, Fast Food, Italian, Sandwich",,,,New Delhi,scraped,Unknown,North Indian
Kibou Skydeck,Connaught Place,"North Indian, Asian, Continental, Thai",,,,New Delhi,scraped,Unknown,North Indian
Kiara Soul Kitchen,Connaught Place,"North Indian, Chinese, Sushi, Asian, Healthy Food, Salad, Desserts, Beverages",,,,New Delhi,scraped,Unknown,North Indian
Mestizo,Connaught Place,"American, Mexican, Desserts",,,,New Delhi,scraped,Unknown,American
NAO - Next Asian Outing,Connaught Place,"Asian, Beverages, Chinese, Desserts, Korean, Sushi, Japanese, Thai",,,,New Delhi,scraped,Unknown,Asian
Privya,Connaught Place,"Chinese, Italian, Asian",,,,New Delhi,scraped,Unknown,Chinese
The Salt Cafe Kitchen & Bar,Connaught Place,"North Indian, Mughlai, Continental, Asian, Pizza, Pasta, Chinese, Salad",,,,New Delhi,scraped,Unknown,North Indian
Call Me Ten,Connaught Place,"Japanese, Sushi, Coffee, Asian, Salad, Chinese, Alcoholic Beverages",,,,New Delhi,scraped,Unknown,Japanese
Birch By Romeo Lane,Connaught Place,"Modern Indian, North Indian, Asian, Street Food, Pizza, Pasta",,,,New Delhi,scraped,Unknown,Modern Indian
The Sunday House,Connaught Place,"Asian, Mediterranean, North Indian, Pizza, Pasta, Sushi",,,,New Delhi,scraped,Unknown,Asian
The Chatter House,Connaught Place,"Street Food, North Indian, American, Burger, Italian, Desserts, Beverages",,,,New Delhi,scraped,Unknown,Street Food
YouMee,Connaught Place,Asian,,,,New Delhi,scraped,Unknown,Asian
PizzaExpress,Connaught Place,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Cafe",,,,New Delhi,scraped,Unknown,Pizza
Basko,Connaught Place,"Asian, Italian, Desserts, Alcoholic Beverages, Bar Food, International, Beverages, Modern Indian",,,,New Delhi,scraped,Unknown,Asian
Zurii Delhi,Connaught Place,"North Indian, Asian, Chinese, Pasta, Pizza, Burger, Salad, Desserts",,,,New Delhi,scraped,Unknown,North Indian
Gulati,Connaught Place,"North Indian, Beverages, Mughlai, Biryani, Kebab, Desserts, Street Food",,,,New Delhi,scraped,Unknown,North Indian
Kiona Patio & Bar,Connaught Place,"European, Asian",,,,New Delhi,scraped,Unknown,European
Ilios,Connaught Place,"Continental, North Indian, Asian, Oriental, Chinese, Burger, Sushi, Beverages",,,,New Delhi,scraped,Unknown,Continental
House Of Tequila,Connaught Place,"North Indian, Chinese, Asian, European, Sushi, Desserts, Cafe, Continental",,,,New Delhi,scraped,Unknown,North Indian
Mia Bella - Romantic Kitchen & Bar,Connaught Place,"Italian, Pizza, Pasta, Salad, Mediterranean, Shake, Beverages",,,,New Delhi,scraped,Unknown,Italian
Ivorry Cafe & Bar,Connaught Place,"European, Mediterranean, Asian, Continental, Beverages, Desserts, Kebab",,,,New Delhi,scraped,Unknown,European
Tahia,Connaught Place,"Turkish, North Indian, Italian, Chinese, Greek, Modern Indian, European, Asian",,,,New Delhi,scraped,Unknown,Turkish
TEO - Lounge & Bar,Connaught Place,"North Indian, Chinese, Italian, Mughlai, Beverages, Sichuan, Bar Food, Ice Cream",,,,New Delhi,scraped,Unknown,North Indian
Romeo Lane,Connaught Place,"Chinese, North Indian, Oriental, Asian, Sushi, Mughlai, Beverages, Desserts",,,,New Delhi,scraped,Unknown,Chinese
Ciel,Connaught Place,"North Indian, Bar Food, Biryani, Sushi, Pizza, Chinese, Desserts, Shake",,,,New Delhi,scraped,Unknown,North Indian
